is_rooted,log_contact_count,wifi_networks_count,has_biometric,sdk_version_norm,is_call_active,hour_of_day_norm,day_of_week_norm,is_emulator,is_usb_debugging,is_developer_options,is_vpn_active,label
0.0,4.5217885770490405,7.0,1.0,0.9117647058823529,0.0,0.34782608695652173,0.5,0.0,0.0,1.0,0.0,1
0.0,2.0794415416798357,15.0,0.0,0.8235294117647058,1.0,0.30434782608695654,0.0,1.0,1.0,0.0,0.0,1
0.0,5.598421958998375,3.0,1.0,0.8529411764705882,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,4.7535901911063645,2.0,1.0,0.9705882352941176,0.0,0.782608695652174,0.0,0.0,0.0,0.0,1.0,0
0.0,5.0369526024136295,4.0,1.0,0.8823529411764706,0.0,0.782608695652174,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,4.060443010546419,9.0,1.0,0.8823529411764706,0.0,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0
0.0,3.2188758248682006,11.0,1.0,0.8823529411764706,0.0,0.391304347826087,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.049856007249537,9.0,1.0,1.0,1.0,0.8260869565217391,1.0,0.0,1.0,0.0,0.0,0
0.0,3.2188758248682006,2.0,1.0,0.9705882352941176,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.0,5.318119993844216,4.0,1.0,0.9705882352941176,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.0,3.4965075614664802,3.0,1.0,0.8823529411764706,0.0,0.8260869565217391,1.0,0.0,0.0,0.0,0.0,0
1.0,1.9459101490553132,34.0,1.0,0.7058823529411765,1.0,0.6956521739130435,0.16666666666666666,1.0,1.0,1.0,0.0,1
0.0,5.247024072160486,1.0,1.0,0.8823529411764706,0.0,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0
0.0,5.017279836814924,1.0,1.0,0.8235294117647058,0.0,1.0,0.8333333333333334,0.0,0.0,0.0,0.0,0
0.0,4.430816798843313,12.0,0.0,0.9411764705882353,0.0,0.8260869565217391,0.3333333333333333,0.0,0.0,0.0,0.0,0
0.0,5.1647859739235145,7.0,1.0,0.8235294117647058,0.0,0.5217391304347826,0.5,0.0,0.0,0.0,0.0,0
0.0,4.672828834461906,11.0,1.0,0.9411764705882353,0.0,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,1
0.0,4.060443010546419,8.0,1.0,0.9705882352941176,0.0,0.782608695652174,0.5,0.0,0.0,0.0,0.0,0
0.0,5.655991810819852,8.0,1.0,0.8529411764705882,0.0,0.391304347826087,0.5,0.0,0.0,0.0,0.0,0
0.0,5.631211781821365,7.0,0.0,0.9411764705882353,0.0,0.4782608695652174,0.8333333333333334,0.0,0.0,0.0,0.0,0
0.0,5.5053315359323625,2.0,1.0,0.8529411764705882,0.0,0.6956521739130435,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,3.9512437185814275,4.0,0.0,0.9117647058823529,0.0,0.2608695652173913,1.0,0.0,0.0,0.0,0.0,0
0.0,5.69035945432406,12.0,1.0,1.0,0.0,0.5652173913043478,0.5,0.0,0.0,1.0,0.0,0
0.0,4.454347296253507,10.0,1.0,0.9117647058823529,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,1.0,0
0.0,5.3706380281276624,5.0,1.0,1.0,0.0,0.34782608695652173,0.5,1.0,0.0,0.0,0.0,0
0.0,4.990432586778736,4.0,0.0,0.9411764705882353,0.0,0.43478260869565216,0.5,0.0,0.0,0.0,0.0,0
0.0,4.3694478524670215,3.0,0.0,0.8235294117647058,0.0,0.6521739130434783,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.1647859739235145,11.0,1.0,0.8235294117647058,0.0,0.30434782608695654,0.3333333333333333,0.0,0.0,1.0,0.0,0
0.0,5.327876168789581,11.0,0.0,0.9117647058823529,0.0,0.8260869565217391,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.062595033026967,6.0,0.0,1.0,0.0,0.6086956521739131,0.5,0.0,0.0,0.0,0.0,0
0.0,5.030437921392435,6.0,1.0,0.9411764705882353,0.0,0.6086956521739131,0.6666666666666666,1.0,0.0,1.0,0.0,0
0.0,5.605802066295998,8.0,1.0,0.8235294117647058,0.0,0.782608695652174,0.8333333333333334,0.0,0.0,0.0,0.0,0
0.0,5.53338948872752,5.0,1.0,0.8529411764705882,0.0,0.5217391304347826,0.3333333333333333,0.0,0.0,0.0,0.0,0
0.0,5.666426688112432,10.0,1.0,0.8235294117647058,0.0,0.6521739130434783,0.16666666666666666,0.0,0.0,0.0,1.0,0
0.0,5.605802066295998,2.0,0.0,0.9411764705882353,0.0,0.9130434782608695,0.5,0.0,0.0,0.0,0.0,0
0.0,3.871201010907891,3.0,1.0,0.9411764705882353,0.0,0.34782608695652173,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.480638923341991,5.0,1.0,0.8235294117647058,0.0,0.391304347826087,1.0,0.0,0.0,0.0,0.0,0
1.0,2.772588722239781,23.0,1.0,0.7352941176470589,0.0,0.7391304347826086,1.0,1.0,0.0,0.0,0.0,1
0.0,5.700443573390687,4.0,1.0,0.8823529411764706,0.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0
0.0,5.075173815233827,9.0,1.0,0.9117647058823529,0.0,0.30434782608695654,0.5,0.0,0.0,1.0,0.0,0
1.0,5.062595033026967,10.0,1.0,1.0,0.0,0.9565217391304348,0.8333333333333334,0.0,0.0,0.0,0.0,0
0.0,5.220355825078324,11.0,1.0,0.8529411764705882,0.0,0.9130434782608695,0.3333333333333333,0.0,0.0,0.0,1.0,0
0.0,0.0,39.0,0.0,0.6176470588235294,1.0,0.2608695652173913,0.6666666666666666,0.0,0.0,0.0,1.0,1
0.0,4.418840607796598,1.0,0.0,0.9411764705882353,0.0,0.4782608695652174,0.3333333333333333,0.0,0.0,1.0,0.0,0
0.0,2.772588722239781,23.0,0.0,0.7352941176470589,0.0,0.43478260869565216,0.5,1.0,1.0,0.0,0.0,1
0.0,5.4510384535657,6.0,0.0,0.9411764705882353,0.0,0.2608695652173913,0.3333333333333333,0.0,0.0,0.0,0.0,0
0.0,5.700443573390687,7.0,1.0,0.8823529411764706,0.0,0.5652173913043478,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,4.584967478670572,8.0,0.0,0.8529411764705882,0.0,0.6956521739130435,1.0,0.0,0.0,1.0,0.0,0
0.0,4.07753744390572,8.0,1.0,0.8823529411764706,0.0,0.782608695652174,0.8333333333333334,0.0,0.0,0.0,0.0,0
0.0,5.697093486505405,1.0,1.0,0.8529411764705882,0.0,0.6521739130434783,0.16666666666666666,0.0,0.0,1.0,0.0,0
0.0,3.784189633918261,6.0,1.0,0.8823529411764706,0.0,0.8260869565217391,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.616771097666572,10.0,1.0,0.9117647058823529,0.0,0.8695652173913043,0.3333333333333333,0.0,0.0,0.0,0.0,0
0.0,5.159055299214529,11.0,0.0,0.9705882352941176,0.0,0.6521739130434783,0.16666666666666666,0.0,0.0,0.0,0.0,0
1.0,5.407171771460119,5.0,1.0,1.0,0.0,0.30434782608695654,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.003946305945459,11.0,1.0,1.0,0.0,0.43478260869565216,0.8333333333333334,0.0,0.0,1.0,0.0,0
0.0,2.3978952727983707,31.0,1.0,0.6764705882352942,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0
0.0,5.267858159063328,2.0,1.0,0.8235294117647058,0.0,0.5652173913043478,1.0,0.0,0.0,0.0,0.0,0
0.0,4.430816798843313,8.0,1.0,0.9705882352941176,0.0,0.782608695652174,1.0,0.0,0.0,0.0,0.0,0
0.0,3.970291913552122,11.0,0.0,0.9705882352941176,0.0,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,0
1.0,2.6390573296152584,42.0,0.0,0.6764705882352942,0.0,0.6521739130434783,0.0,0.0,0.0,0.0,1.0,1
0.0,5.327876168789581,2.0,0.0,0.8823529411764706,0.0,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0
0.0,3.4339872044851463,1.0,1.0,0.8529411764705882,0.0,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0
0.0,5.087596335232384,3.0,0.0,0.9411764705882353,0.0,0.4782608695652174,0.0,0.0,1.0,1.0,0.0,0
0.0,5.4638318050256105,9.0,1.0,0.8235294117647058,0.0,0.7391304347826086,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,3.58351893845611,1.0,0.0,1.0,0.0,0.391304347826087,0.5,0.0,0.0,0.0,0.0,0
0.0,5.231108616854587,7.0,0.0,0.9411764705882353,0.0,0.9565217391304348,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,4.919980925828125,7.0,1.0,0.9117647058823529,0.0,0.391304347826087,0.3333333333333333,0.0,0.0,0.0,0.0,0
0.0,4.248495242049359,12.0,1.0,1.0,0.0,0.30434782608695654,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,3.8501476017100584,5.0,1.0,0.8823529411764706,0.0,0.9565217391304348,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.480638923341991,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.0,4.727387818712341,3.0,1.0,0.9117647058823529,1.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0
0.0,4.1588830833596715,1.0,1.0,1.0,0.0,0.34782608695652173,0.3333333333333333,0.0,0.0,0.0,0.0,0
0.0,5.598421958998375,9.0,1.0,0.8235294117647058,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0
0.0,4.465908118654584,7.0,1.0,0.8529411764705882,0.0,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0
0.0,5.455321115357702,5.0,1.0,0.8235294117647058,0.0,0.4782608695652174,1.0,0.0,0.0,0.0,0.0,0
0.0,4.110873864173311,7.0,0.0,0.9705882352941176,0.0,0.6956521739130435,1.0,0.0,0.0,0.0,0.0,0
0.0,4.564348191467836,4.0,1.0,0.8823529411764706,0.0,0.43478260869565216,1.0,0.0,0.0,0.0,0.0,0
0.0,5.225746673713202,11.0,1.0,0.9117647058823529,1.0,0.8695652173913043,0.8333333333333334,0.0,0.0,1.0,0.0,0
0.0,1.0986122886681098,10.0,0.0,0.8529411764705882,0.0,0.5652173913043478,0.6666666666666666,0.0,0.0,1.0,0.0,0
0.0,3.9512437185814275,8.0,1.0,1.0,0.0,0.34782608695652173,0.6666666666666666,0.0,1.0,0.0,0.0,0
0.0,5.389071729816501,7.0,1.0,0.9705882352941176,0.0,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0
0.0,4.127134385045092,10.0,1.0,0.8823529411764706,0.0,0.782608695652174,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.66988092298052,2.0,1.0,0.9117647058823529,0.0,0.2608695652173913,0.3333333333333333,0.0,0.0,0.0,0.0,0
0.0,4.276666119016055,9.0,1.0,1.0,0.0,0.9565217391304348,0.0,0.0,0.0,0.0,0.0,0
0.0,4.653960350157523,12.0,1.0,0.9117647058823529,0.0,0.5652173913043478,0.5,0.0,0.0,0.0,0.0,0
0.0,4.787491742782046,6.0,1.0,0.9411764705882353,0.0,0.8695652173913043,1.0,0.0,0.0,0.0,0.0,0
1.0,2.772588722239781,28.0,0.0,0.6470588235294118,0.0,0.4782608695652174,1.0,1.0,1.0,1.0,0.0,1
0.0,2.70805020110221,27.0,0.0,0.7941176470588235,1.0,0.4782608695652174,0.3333333333333333,1.0,0.0,0.0,1.0,1
0.0,4.51085950651685,1.0,1.0,1.0,0.0,0.43478260869565216,1.0,0.0,0.0,1.0,1.0,0
0.0,5.673323267171493,7.0,1.0,0.8823529411764706,0.0,0.391304347826087,0.0,0.0,0.0,0.0,1.0,0
0.0,4.969813299576001,12.0,1.0,0.9117647058823529,1.0,0.7391304347826086,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.634789603169249,9.0,1.0,1.0,0.0,0.782608695652174,0.3333333333333333,0.0,1.0,0.0,0.0,0
0.0,5.25227342804663,3.0,1.0,0.9411764705882353,0.0,0.4782608695652174,1.0,0.0,0.0,0.0,0.0,0
0.0,5.14166355650266,4.0,1.0,0.8529411764705882,0.0,0.6956521739130435,0.3333333333333333,0.0,0.0,0.0,0.0,0
0.0,5.247024072160486,5.0,1.0,0.8823529411764706,0.0,0.782608695652174,0.8333333333333334,0.0,0.0,0.0,0.0,0
0.0,4.143134726391533,12.0,1.0,0.9117647058823529,0.0,0.4782608695652174,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.517452896464707,1.0,1.0,0.8823529411764706,0.0,0.8260869565217391,0.3333333333333333,0.0,0.0,1.0,0.0,0
0.0,3.58351893845611,3.0,0.0,0.9705882352941176,0.0,0.30434782608695654,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.351858133476067,8.0,1.0,0.9411764705882353,0.0,0.7391304347826086,0.5,0.0,0.0,0.0,1.0,0
0.0,5.0369526024136295,12.0,1.0,0.9411764705882353,0.0,0.9130434782608695,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.214935757608986,11.0,1.0,0.8235294117647058,0.0,0.6521739130434783,0.3333333333333333,0.0,0.0,0.0,0.0,0
1.0,1.6094379124341003,20.0,0.0,0.6176470588235294,0.0,0.5652173913043478,0.3333333333333333,1.0,0.0,1.0,0.0,1
0.0,5.442417710521793,7.0,0.0,0.8235294117647058,0.0,0.6956521739130435,0.8333333333333334,0.0,0.0,0.0,1.0,0
0.0,4.465908118654584,7.0,1.0,1.0,1.0,0.391304347826087,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.003946305945459,4.0,1.0,0.9411764705882353,0.0,0.6521739130434783,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,3.7376696182833684,1.0,1.0,0.9705882352941176,0.0,0.6086956521739131,0.8333333333333334,0.0,0.0,0.0,1.0,0
0.0,4.983606621708336,11.0,1.0,0.9117647058823529,1.0,0.30434782608695654,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.41610040220442,3.0,1.0,0.9411764705882353,0.0,0.6956521739130435,0.16666666666666666,0.0,0.0,0.0,1.0,0
0.0,4.624972813284271,6.0,0.0,0.9705882352941176,0.0,0.4782608695652174,0.5,0.0,0.0,0.0,0.0,0
0.0,5.303304908059076,1.0,1.0,0.9117647058823529,0.0,0.9130434782608695,0.3333333333333333,0.0,0.0,0.0,0.0,0
0.0,4.787491742782046,6.0,1.0,0.8235294117647058,0.0,0.8695652173913043,1.0,0.0,0.0,0.0,0.0,0
0.0,5.337538079701318,3.0,1.0,0.9411764705882353,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0
0.0,2.3978952727983707,15.0,0.0,0.8823529411764706,0.0,0.17391304347826086,0.6666666666666666,1.0,0.0,0.0,0.0,0
0.0,5.455321115357702,10.0,1.0,0.9705882352941176,0.0,0.2608695652173913,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.3706380281276624,3.0,0.0,0.8529411764705882,1.0,0.391304347826087,0.16666666666666666,1.0,0.0,0.0,0.0,1
0.0,3.9512437185814275,12.0,1.0,0.8529411764705882,0.0,0.9130434782608695,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.049856007249537,10.0,1.0,0.8529411764705882,0.0,0.6521739130434783,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.081404364984463,5.0,1.0,0.9705882352941176,0.0,0.782608695652174,1.0,0.0,0.0,0.0,1.0,0
0.0,5.583496308781699,4.0,1.0,0.9411764705882353,0.0,1.0,0.8333333333333334,0.0,0.0,0.0,0.0,0
0.0,4.276666119016055,7.0,1.0,0.9117647058823529,0.0,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0
0.0,5.123963979403259,6.0,1.0,0.8235294117647058,0.0,0.34782608695652173,0.8333333333333334,0.0,0.0,0.0,0.0,0
0.0,3.6635616461296463,7.0,1.0,0.8529411764705882,0.0,0.6521739130434783,0.0,1.0,0.0,0.0,0.0,0
0.0,4.48863636973214,9.0,1.0,0.8529411764705882,0.0,0.6956521739130435,0.16666666666666666,0.0,0.0,0.0,1.0,0
0.0,5.429345628954441,7.0,1.0,0.8235294117647058,0.0,0.391304347826087,0.16666666666666666,0.0,0.0,0.0,1.0,0
0.0,3.258096538021482,5.0,1.0,0.9705882352941176,0.0,0.391304347826087,0.5,0.0,0.0,0.0,0.0,0
0.0,2.302585092994046,28.0,0.0,0.7058823529411765,0.0,0.43478260869565216,0.16666666666666666,1.0,0.0,0.0,0.0,1
0.0,4.990432586778736,11.0,1.0,1.0,0.0,0.9565217391304348,0.5,0.0,0.0,0.0,1.0,0
0.0,4.653960350157523,6.0,0.0,0.9117647058823529,0.0,0.5217391304347826,0.8333333333333334,0.0,0.0,0.0,0.0,0
0.0,5.54907608489522,11.0,1.0,0.9705882352941176,1.0,0.6086956521739131,1.0,1.0,0.0,1.0,0.0,1
0.0,2.772588722239781,7.0,1.0,0.6764705882352942,0.0,0.8260869565217391,0.8333333333333334,0.0,0.0,0.0,0.0,0
0.0,5.6937321388027,3.0,1.0,0.8823529411764706,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0
0.0,5.680172609017068,7.0,0.0,0.8529411764705882,0.0,0.43478260869565216,0.3333333333333333,0.0,0.0,0.0,1.0,0
0.0,4.969813299576001,4.0,1.0,0.9411764705882353,1.0,0.30434782608695654,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.214935757608986,10.0,1.0,0.9705882352941176,0.0,0.5652173913043478,0.3333333333333333,0.0,0.0,0.0,0.0,0
0.0,4.700480365792417,11.0,1.0,0.9411764705882353,0.0,0.7391304347826086,0.8333333333333334,0.0,0.0,0.0,0.0,0
0.0,4.912654885736052,5.0,0.0,0.8529411764705882,0.0,0.30434782608695654,0.6666666666666666,0.0,0.0,0.0,0.0,0
1.0,2.4849066497880004,10.0,0.0,0.7058823529411765,1.0,0.30434782608695654,0.8333333333333334,0.0,1.0,1.0,0.0,1
0.0,5.25227342804663,5.0,0.0,0.8235294117647058,0.0,0.5217391304347826,0.8333333333333334,0.0,0.0,0.0,0.0,0
0.0,5.10594547390058,7.0,1.0,0.9705882352941176,0.0,0.6086956521739131,0.3333333333333333,0.0,0.0,1.0,0.0,0
0.0,5.44673737166631,1.0,1.0,0.8529411764705882,0.0,0.2608695652173913,0.3333333333333333,0.0,0.0,0.0,0.0,0
0.0,5.262690188904886,5.0,1.0,0.9117647058823529,0.0,0.9130434782608695,0.5,0.0,0.0,0.0,0.0,0
0.0,3.9318256327243257,9.0,1.0,1.0,1.0,0.30434782608695654,1.0,1.0,0.0,0.0,1.0,1
0.0,5.5909869805108565,11.0,1.0,0.8235294117647058,0.0,0.8260869565217391,0.0,1.0,0.0,0.0,0.0,0
0.0,4.718498871295094,2.0,0.0,0.9411764705882353,0.0,0.5217391304347826,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,4.912654885736052,5.0,1.0,1.0,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0
0.0,5.247024072160486,10.0,0.0,0.8235294117647058,0.0,0.30434782608695654,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,3.6109179126442243,3.0,0.0,0.8823529411764706,1.0,0.5217391304347826,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.6937321388027,6.0,1.0,0.9705882352941176,0.0,0.34782608695652173,0.6666666666666666,0.0,0.0,1.0,0.0,0
0.0,5.236441962829949,1.0,1.0,1.0,0.0,0.9130434782608695,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,4.060443010546419,2.0,1.0,0.9117647058823529,0.0,0.43478260869565216,0.8333333333333334,0.0,0.0,1.0,0.0,0
1.0,2.6390573296152584,33.0,0.0,0.8529411764705882,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
0.0,4.976733742420574,10.0,1.0,0.9705882352941176,0.0,0.43478260869565216,0.3333333333333333,0.0,0.0,1.0,0.0,0
1.0,2.0794415416798357,45.0,0.0,0.8823529411764706,1.0,0.13043478260869565,0.16666666666666666,1.0,0.0,1.0,0.0,1
0.0,4.499809670330265,5.0,1.0,0.9705882352941176,0.0,0.6956521739130435,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.402677381872279,6.0,1.0,0.9411764705882353,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.438079308923196,11.0,1.0,0.9705882352941176,0.0,0.6086956521739131,0.8333333333333334,0.0,0.0,0.0,0.0,0
0.0,5.459585514144159,9.0,1.0,0.8823529411764706,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,2.5649493574615367,26.0,0.0,0.7941176470588235,1.0,0.13043478260869565,0.3333333333333333,1.0,0.0,0.0,0.0,1
0.0,5.6240175061873385,3.0,1.0,0.8235294117647058,0.0,0.6521739130434783,0.5,0.0,0.0,0.0,0.0,0
0.0,5.293304824724492,8.0,1.0,0.9705882352941176,0.0,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0
0.0,4.976733742420574,9.0,1.0,0.8529411764705882,0.0,0.8260869565217391,0.5,0.0,0.0,0.0,0.0,1
0.0,5.480638923341991,7.0,1.0,0.8529411764705882,0.0,0.34782608695652173,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.198497031265826,10.0,1.0,0.9117647058823529,0.0,0.7391304347826086,0.3333333333333333,0.0,0.0,0.0,0.0,0
1.0,1.3862943611198906,20.0,1.0,0.6764705882352942,0.0,0.17391304347826086,0.6666666666666666,1.0,1.0,0.0,0.0,1
0.0,4.6913478822291435,9.0,1.0,0.8823529411764706,0.0,0.6956521739130435,1.0,0.0,1.0,0.0,1.0,0
0.0,5.6131281063880705,7.0,1.0,0.9117647058823529,0.0,0.8695652173913043,0.5,0.0,0.0,0.0,0.0,0
0.0,5.6131281063880705,9.0,1.0,0.9411764705882353,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.0,4.990432586778736,5.0,0.0,0.8235294117647058,0.0,0.7391304347826086,1.0,0.0,0.0,0.0,0.0,0
0.0,5.480638923341991,3.0,1.0,1.0,0.0,0.5217391304347826,1.0,0.0,0.0,0.0,0.0,0
0.0,5.648974238161206,11.0,1.0,0.8529411764705882,0.0,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,0
0.0,5.402677381872279,8.0,1.0,0.9705882352941176,0.0,0.8260869565217391,0.5,0.0,0.0,0.0,1.0,0
0.0,5.598421958998375,6.0,1.0,1.0,0.0,0.34782608695652173,0.8333333333333334,0.0,0.0,0.0,0.0,0
0.0,5.6131281063880705,5.0,1.0,0.8823529411764706,0.0,0.43478260869565216,0.6666666666666666,0.0,0.0,0.0,0.0,0
1.0,4.61512051684126,8.0,1.0,0.9117647058823529,0.0,0.43478260869565216,0.8333333333333334,0.0,0.0,0.0,1.0,0
0.0,3.8501476017100584,7.0,1.0,0.9705882352941176,0.0,0.5652173913043478,0.5,0.0,0.0,1.0,0.0,0
1.0,5.278114659230517,2.0,0.0,0.9117647058823529,0.0,0.9130434782608695,0.0,0.0,0.0,0.0,1.0,1
0.0,4.48863636973214,11.0,0.0,0.8529411764705882,1.0,0.2608695652173913,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,4.174387269895637,2.0,1.0,0.8235294117647058,0.0,0.782608695652174,0.3333333333333333,0.0,0.0,0.0,0.0,0
0.0,3.5263605246161616,11.0,0.0,0.8529411764705882,0.0,0.9565217391304348,0.16666666666666666,0.0,0.0,1.0,0.0,0
1.0,1.0986122886681098,38.0,0.0,0.6176470588235294,0.0,0.21739130434782608,0.16666666666666666,1.0,0.0,1.0,0.0,1
0.0,4.007333185232471,1.0,1.0,0.8235294117647058,0.0,0.782608695652174,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,4.143134726391533,5.0,1.0,0.8529411764705882,0.0,0.43478260869565216,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0,4.962844630259907,1.0,1.0,0.9117647058823529,0.0,0.30434782608695654,0.3333333333333333,0.0,0.0,0.0,1.0,1
0.0,5.652489180268651,12.0,1.0,0.8823529411764706,0.0,0.6086956521739131,0.8333333333333334,0.0,0.0,1.0,0.0,0
0.0,4.0943445622221,8.0,1.0,0.8823529411764706,1.0,0.4782608695652174,0.3333333333333333,0.0,0.0,0.0,0.0,0
0.0,0.0,20.0,1.0,0.7647058823529411,0.0,0.17391304347826086,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,5.214935757608986,5.0,0.0,0.9411764705882353,0.0,0.9565217391304348,0.8333333333333334,0.0,0.0,0.0,0.0,0
0.0,5.19295685089021,6.0,1.0,0.9117647058823529,1.0,0.5217391304347826,0.3333333333333333,0.0,0.0,0.0,0.0,0
0.0,5.703782474656201,4.0,1.0,0.9117647058823529,1.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0
0.0,4.836281906951478,9.0,0.0,0.9117647058823529,0.0,0.30434782608695654,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,4.1588830833596715,10.0,1.0,0.8529411764705882,0.0,0.782608695652174,0.0,0.0,1.0,0.0,1.0,0
0.0,5.236441962829949,6.0,1.0,0.8529411764705882,1.0,0.5217391304347826,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,4.844187086458591,8.0,1.0,0.8823529411764706,0.0,0.34782608695652173,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0,2.4849066497880004,30.0,0.0,0.9117647058823529,0.0,0.9130434782608695,0.16666666666666666,1.0,1.0,0.0,0.0,1
